,Global_reactive_power,Voltage,Global_intensity,Day,Month,Hour,Minutes,total_metering
204154,0.178,232.23,6.0,5,7,11,58,16.0
248696,0.304,233.94,2.2,6,7,10,20,1.0
232248,0.112,238.01,2.0,27,5,0,12,0.0
10777,0.098,245.03,9.8,24,12,5,1,2.0
184560,0.05,231.65,10.2,23,4,21,24,16.0
3016,0.12,236.88,7.6,18,12,19,40,2.0
213687,0.212,237.03,1.8,14,5,2,51,1.0
141703,0.06,240.17,9.4,25,3,3,7,0.0
184207,0.066,236.95,0.8,23,4,15,31,0.0
33630,0.13,242.76,1.2,1,9,1,54,0.0
250435,0.316,238.83,9.6,6,8,15,19,29.0
218429,0.0,235.67,1.6,17,5,9,53,1.0
25789,0.08,246.83,1.2,1,3,15,13,0.0
85556,0.364,243.02,2.4,14,2,3,20,2.0
244830,0.08,237.13,1.2,6,4,17,54,0.0
155633,0.254,237.86,10.0,4,3,19,17,19.0
4079,0.126,243.52,1.4,19,12,13,23,0.0
52065,0.302,234.92,16.9,21,1,21,9,45.0
219057,0.18,231.3,6.4,17,5,20,21,16.0
50605,0.292,235.56,14.6,20,1,20,49,24.0
217869,0.224,238.19,2.0,17,5,0,33,2.0
100861,0.092,235.06,1.2,24,2,18,25,1.0
64559,0.148,242.44,1.4,30,1,13,23,0.0
158743,0.106,242.64,6.2,4,5,23,7,18.0
133744,0.226,238.74,7.0,19,3,14,28,18.0
5084,0.094,243.23,1.2,20,12,6,8,0.0
81896,0.442,240.51,14.0,2,11,14,20,45.0
121293,0.0,234.19,16.9,3,10,22,57,45.0
63859,0.268,242.1,2.0,30,1,1,43,2.0
50830,0.092,241.53,7.0,21,1,0,34,0.0
29483,0.16,244.56,1.4,1,6,4,47,0.0
133261,0.194,246.34,1.8,19,3,6,25,0.0
232925,0.054,231.8,2.6,27,5,11,29,0.0
214537,0.396,234.9,2.6,14,5,17,1,0.0
207474,0.394,233.9,16.4,5,9,19,18,45.0
109611,0.118,239.72,1.4,3,2,20,15,0.0
183740,0.066,236.47,8.4,23,4,7,44,17.0
141206,0.28,236.22,13.6,24,3,18,50,19.0
174433,0.402,242.86,4.4,16,4,20,37,1.0
25182,0.186,244.62,1.6,1,3,5,6,0.0
7264,0.465,232.25,16.4,21,12,18,28,18.0
45470,0.188,239.95,12.0,17,1,7,14,18.0
135636,0.234,233.77,16.9,20,3,22,0,45.0
173690,0.212,237.56,5.6,16,4,8,14,17.0
184202,0.068,237.97,0.8,23,4,15,26,0.0
168398,0.092,241.13,1.4,4,12,16,2,0.0
195685,0.0,236.5,1.0,5,1,14,49,1.0
194135,0.102,239.2976727604501,3.6,30,4,12,59,1.0
205868,0.0,235.9,1.4,5,8,16,32,0.0
171096,0.22,240.52,1.8,14,4,13,0,0.0
249362,0.128,235.94,3.4,6,7,21,26,0.0
193721,0.102,239.2976727604501,3.6,30,4,6,5,1.0
85039,0.0,237.85,9.0,13,2,18,43,17.0
134895,0.21,238.98,7.2,20,3,9,39,19.0
92373,0.314,234.35,14.4,18,2,20,57,18.0
185832,0.066,232.59,5.4,24,4,18,36,19.0
115190,0.0,243.19,1.2,3,6,17,14,0.0
149074,0.122,243.58,1.4,30,3,5,58,0.0
60135,0.0,238.48,5.4,27,1,11,39,18.0
116986,0.202,242.25,12.0,3,7,23,10,19.0
84773,0.114,245.94,3.0,13,2,14,17,2.0
178592,0.136,241.87,1.8,19,4,17,56,0.0
246745,0.062,233.97,5.0,6,6,1,49,17.0
885,0.0,241.27,9.6,17,12,8,9,1.0
129555,0.106,241.64,1.4,16,3,16,39,2.0
32262,0.146,242.57,5.8,1,8,3,6,19.0
155664,0.0,234.26,16.0,4,3,19,48,20.0
210500,0.2,233.59,9.0,5,11,21,44,19.0
239331,0.09,235.15,6.6,31,5,22,15,17.0
158163,0.304,240.88,2.2,4,5,13,27,0.0
61827,0.19,243.81,9.0,28,1,15,51,18.0
41025,0.234,242.23,1.8,14,1,5,9,1.0
148939,0.258,244.8,1.8,30,3,3,43,1.0
208381,0.218,233.05,1.4,5,10,10,25,1.0
83454,0.08,240.73,5.8,2,12,16,18,18.0
13569,0.0,247.1,9.8,26,12,3,33,1.0
33965,0.0,240.8,7.2,1,9,7,29,18.0
154477,0.074,240.32,6.0,4,3,0,1,18.0
121251,0.088,237.82,11.4,3,10,22,15,3.0
105260,0.0,242.15,0.8,27,2,19,44,0.0
57892,0.0,242.08,5.2,25,1,22,16,0.0
156783,0.116,240.61,5.8,4,4,14,27,17.0
93582,0.1,241.18,1.4,19,2,17,6,0.0
247873,0.254,234.9,6.0,6,6,20,37,18.0
23177,0.258,238.29,2.4,1,1,19,41,1.0
117793,0.08,242.42,1.4,3,8,12,37,1.0
114179,0.0,244.9,0.8,3,6,0,23,0.0
29149,0.152,240.55,7.0,1,5,23,13,17.0
208298,0.082,233.8,0.8,5,10,9,2,0.0
52338,0.092,242.4,1.4,22,1,1,42,0.0
112415,0.15,234.53,15.0,3,4,18,59,23.0
204485,0.2,234.6,1.4,5,7,17,29,0.0
245905,0.465,233.6,3.8,6,5,11,49,4.0
103994,0.204,240.68,6.0,26,2,22,38,20.0
197086,0.098,234.22,1.2,5,2,14,10,1.0
170268,0.23,242.68,1.8,13,4,23,12,0.0
46126,0.104,240.67,7.0,17,1,18,10,1.0
168022,0.11,241.76,5.6,4,12,9,46,18.0
50342,0.118,239.94,7.0,20,1,16,26,17.0
65393,0.0,245.3,1.0,31,1,3,17,0.0
90174,0.092,239.88,9.0,17,2,8,18,17.0
124751,0.094,238.51,5.6,13,3,8,35,18.0
241034,0.0,234.86,1.0,6,2,2,38,0.0
4412,0.0,236.59,7.6,19,12,18,56,19.0
95210,0.204,237.41,10.8,20,2,20,14,18.0
751,0.188,244.72,10.4,17,12,5,55,0.0
42423,0.0,243.83,1.0,15,1,4,27,0.0
103517,0.0,244.44,1.0,26,2,14,41,0.0
236618,0.16,235.32,1.6,30,5,1,2,1.0
45100,0.0,241.63,0.8,17,1,1,4,0.0
85618,0.0,242.5,1.0,14,2,4,22,0.0
48206,0.228,239.97,1.8,19,1,4,50,1.0
124258,0.212,243.88,1.8,13,3,0,22,0.0
121476,0.104,238.65,10.0,3,11,2,0,0.0
139358,0.114,241.57,1.4,23,3,12,2,0.0
103022,0.0,242.33,0.8,26,2,6,26,0.0
166309,0.212,241.45,1.8,4,11,5,13,1.0
130859,0.096,237.76,6.4,17,3,14,23,19.0
70688,0.465,230.79,16.9,2,3,19,32,45.0
191844,0.102,239.2976727604501,3.6,28,4,22,48,1.0
220640,0.21,235.2,7.6,18,5,22,44,17.0
175365,0.096,240.87,1.0,17,4,12,9,0.0
56546,0.0,245.75,5.6,24,1,23,50,19.0
129800,0.0,239.37,2.8,16,3,20,44,1.0
78178,0.0,244.19,1.0,2,9,0,22,0.0
139887,0.0,234.2,16.2,23,3,20,51,45.0
30569,0.0,243.3,1.2,1,6,22,53,0.0
238455,0.06,232.94,5.6,31,5,7,39,17.0
60823,0.0,242.76,13.2,27,1,23,7,0.0
25993,0.186,243.19,1.6,1,3,18,37,1.0
60862,0.266,241.57,16.9,27,1,23,46,38.0
97514,0.144,238.56,6.2,22,2,10,38,18.0
166814,0.0,240.93,0.8,4,11,13,38,0.0
76269,0.306,242.86,10.8,2,7,16,33,31.0
244858,0.0,236.27,0.8,6,4,18,22,0.0
173976,0.228,240.21,1.8,16,4,13,0,0.0
69302,0.124,240.05,5.6,2,2,20,26,0.0
160133,0.342,236.92,14.2,4,6,22,17,33.0
79541,0.064,244.21,4.4,2,9,23,5,3.0
8185,0.0,237.73,14.6,22,12,9,49,45.0
156264,0.0,241.25,0.8,4,4,5,48,0.0
249429,0.0,236.77,5.8,6,7,22,33,17.0
31183,0.154,243.49,1.4,1,7,9,7,0.0
183665,0.2,240.74,2.2,23,4,6,29,0.0
107756,0.0,241.71,0.8,3,1,13,20,0.0
202865,0.334,233.6,8.6,5,6,14,29,18.0
43521,0.104,245.72,7.8,15,1,22,45,0.0
116783,0.208,232.32,16.9,3,7,19,47,45.0
21254,0.0,239.07,13.8,31,12,11,38,17.0
120921,0.08,239.28,3.2,3,10,16,45,2.0
78429,0.0,242.05,1.0,2,9,4,33,0.0
119157,0.2,237.92,8.4,3,9,11,21,17.0
59210,0.214,240.5,7.0,26,1,20,14,0.0
152460,0.0,244.03,5.4,4,1,14,24,18.0
141083,0.0,242.42,10.4,24,3,16,47,18.0
55509,0.064,242.91,10.2,24,1,6,33,0.0
177384,0.128,240.4,6.0,18,4,21,48,0.0
29826,0.148,238.51,5.8,1,6,10,30,0.0
74367,0.0,237.86,1.2,2,6,8,51,1.0
224192,0.07,232.93,5.6,21,5,9,56,17.0
197667,0.108,235.7,5.8,5,2,23,51,2.0
120063,0.214,241.43,1.8,3,10,2,27,0.0
169314,0.116,240.29,1.4,13,4,7,18,0.0
50409,0.306,235.2,11.8,20,1,17,33,19.0
193548,0.102,239.2976727604501,3.6,30,4,3,12,1.0
183084,0.242,237.96,8.0,22,4,20,48,17.0
249841,0.054,236.33,0.8,6,8,5,25,0.0
76392,0.208,236.22,10.0,2,7,18,36,0.0
183844,0.154,230.08,5.6,23,4,9,28,20.0
141681,0.128,240.52,10.0,25,3,2,45,1.0
3743,0.0,237.75,12.6,19,12,7,47,17.0
67916,0.082,237.45,6.4,2,1,21,20,17.0
216370,0.114,239.51,6.0,15,5,23,34,18.0
26292,0.322,245.98,5.6,1,3,23,36,2.0
92847,0.0,241.42,1.0,19,2,4,51,0.0
159446,0.0,238.69,5.2,4,6,10,50,18.0
104193,0.094,241.87,1.4,27,2,1,57,0.0
161726,0.206,241.68,10.2,4,8,0,50,0.0
86461,0.096,235.18,10.2,14,2,18,25,0.0
157800,0.0,234.75,16.9,4,5,7,24,18.0
157479,0.0,244.58,0.8,4,5,2,3,0.0
19928,0.148,240.96,5.8,30,12,13,32,19.0
98602,0.32,240.63,2.4,23,2,4,46,2.0
143204,0.108,245.14,1.2,26,3,4,8,0.0
144592,0.076,241.5,5.6,27,3,3,16,18.0
108346,0.0,245.79,1.0,3,1,23,10,0.0
214727,0.465,232.25,6.4,14,5,20,11,1.0
231701,0.144,232.23,6.8,26,5,15,5,17.0
249604,0.0,235.73,1.0,6,8,1,28,0.0
157687,0.0,239.83,0.8,4,5,5,31,0.0
249599,0.0,235.31,1.0,6,8,1,23,0.0
86259,0.0,242.3,16.9,14,2,15,3,45.0
82663,0.0,243.47,1.2,2,12,3,7,0.0
228753,0.092,235.74,1.4,24,5,13,57,0.0
96152,0.0,241.16,1.2,21,2,11,56,0.0
2980,0.0,237.15,6.0,18,12,19,4,0.0
197063,0.0,236.6,0.8,5,2,13,47,0.0
27502,0.29,237.45,13.0,1,4,19,46,17.0
3507,0.14,244.69,1.6,19,12,3,51,0.0
130709,0.0,237.52,5.4,17,3,11,53,17.0
83517,0.064,238.91,2.4,2,12,17,21,1.0
195082,0.0,237.41,0.8,5,1,4,46,0.0
59685,0.136,245.62,1.4,27,1,4,9,2.0
215116,0.052,236.73,1.2,15,5,2,40,0.0
195597,0.238,234.02,11.0,5,1,13,21,40.0
211044,0.0,234.66,0.6,5,12,6,48,0.0
42638,0.088,240.96,12.2,15,1,8,2,18.0
15656,0.146,245.7,1.4,27,12,14,20,0.0
84861,0.0,244.04,1.4,13,2,15,45,0.0
46106,0.262,240.83,11.0,17,1,17,50,22.0
60963,0.0,241.67,1.4,28,1,1,27,1.0
238300,0.0,236.23,1.2,31,5,5,4,0.0
39106,0.288,240.68,5.4,1,12,21,10,1.0
151216,0.0,239.25,5.8,31,3,17,40,18.0
69550,0.096,239.69,15.6,2,3,0,34,17.0
222954,0.046,235.82,5.8,20,5,13,18,17.0
88371,0.0,246.29,2.0,16,2,2,15,0.0
242734,0.0,236.81,1.0,6,3,6,58,0.0
200279,0.126,234.07,4.6,5,4,19,23,1.0
178512,0.316,240.73,2.0,19,4,16,36,1.0
43682,0.124,240.79,1.4,16,1,1,26,0.0
52081,0.394,235.81,16.9,21,1,21,25,45.0
95168,0.33,237.31,6.8,20,2,19,32,4.0
203817,0.0,237.02,0.6,5,7,6,21,0.0
177013,0.23,241.65,1.6,18,4,15,37,0.0
19747,0.376,236.6,15.0,30,12,10,31,36.0
250278,0.112,232.07,14.6,6,8,12,42,45.0
85592,0.12,241.57,1.4,14,2,3,56,0.0
99142,0.0,240.23,5.6,23,2,13,46,18.0
171902,0.206,240.12,1.6,15,4,2,26,2.0
139409,0.126,244.29,1.4,23,3,12,53,0.0
146709,0.258,243.93,14.4,28,3,14,33,45.0
245573,0.0,235.99,0.8,6,5,6,17,0.0
184344,0.062,236.04,0.8,23,4,17,48,0.0
125022,0.0,241.74,1.0,13,3,13,6,0.0
63695,0.236,242.95,4.0,29,1,22,59,0.0
114563,0.172,237.07,16.9,3,6,6,47,17.0
221406,0.048,231.99,2.2,19,5,11,30,1.0
73233,0.0,238.27,1.4,2,5,13,57,0.0
204339,0.114,237.54,1.0,5,7,15,3,0.0
138594,0.046,243.56,5.6,22,3,23,18,18.0
241140,0.07,237.39,1.2,6,2,4,24,0.0
221089,0.168,235.09,1.6,19,5,6,13,1.0
249170,0.176,234.94,6.0,6,7,18,14,0.0
231495,0.302,235.86,2.6,26,5,11,39,1.0
141237,0.116,230.75,16.9,24,3,19,21,45.0
187780,0.086,236.81,0.8,26,4,3,4,2.0
75700,0.0,240.61,9.2,2,7,7,4,18.0
225501,0.104,230.12,15.8,22,5,7,45,45.0
165356,0.122,241.89,1.4,4,10,13,20,0.0
231279,0.062,231.69,12.8,26,5,8,3,0.0
146438,0.0,238.43,5.2,28,3,10,2,18.0
83370,0.0,244.76,5.4,2,12,14,54,18.0
41998,0.188,237.51,8.8,14,1,21,22,17.0
54444,0.102,243.72,1.2,23,1,12,48,0.0
25817,0.076,245.88,1.2,1,3,15,41,0.0
207828,0.07,235.72,0.8,5,10,1,12,0.0
114067,0.072,236.97,16.6,3,5,22,31,45.0
100947,0.0,237.28,0.8,24,2,19,51,0.0
225472,0.054,234.84,6.0,22,5,7,16,17.0
233463,0.068,236.61,7.4,27,5,20,27,18.0
77498,0.0,242.31,5.4,2,8,13,2,18.0
114429,0.0,241.88,0.8,3,6,4,33,0.0
61739,0.0,240.77,6.0,28,1,14,23,19.0
202625,0.0,234.88,1.6,5,6,10,29,0.0
92027,0.22,240.8,6.4,18,2,15,11,20.0
160099,0.0,239.73,9.6,4,6,21,43,18.0
128613,0.17,238.55,3.4,16,3,0,57,2.0
10097,0.282,232.61,16.9,23,12,17,41,20.0
99931,0.0,242.54,0.8,24,2,2,55,0.0
141946,0.068,238.99,9.8,25,3,7,10,0.0
71906,0.465,240.53,16.9,2,4,15,50,45.0
163530,0.222,240.97,1.8,4,9,6,54,0.0
39366,0.132,239.39,1.4,13,1,1,30,2.0
127310,0.084,242.45,1.4,15,3,3,14,0.0
70276,0.064,239.08,7.2,2,3,12,40,18.0
179553,0.116,238.99,1.0,20,4,9,57,2.0
221337,0.0,233.17,3.6,19,5,10,21,1.0
71262,0.0,244.21,1.0,2,4,5,6,0.0
66102,0.358,240.06,16.9,31,1,15,6,45.0
231320,0.0,235.99,1.0,26,5,8,44,0.0
183879,0.0,232.99,14.2,23,4,10,3,45.0
157162,0.172,234.22,8.8,4,4,20,46,0.0
62544,0.0,244.71,1.2,29,1,3,48,0.0
25301,0.184,244.55,1.6,1,3,7,5,0.0
133486,0.0,239.57,6.2,19,3,10,10,17.0
148808,0.094,243.86,1.2,30,3,1,32,0.0
246945,0.046,236.71,0.8,6,6,5,9,0.0
136515,0.068,237.66,15.2,21,3,12,39,45.0
111930,0.0,238.68,0.8,3,4,10,54,0.0
110989,0.2,235.63,5.8,3,3,19,13,1.0
202307,0.0,236.96,0.6,5,6,5,11,0.0
55902,0.15,241.9,5.8,24,1,13,6,18.0
35048,0.0,243.47,1.0,1,10,1,32,0.0
31193,0.164,241.88,1.4,1,7,9,17,1.0
15881,0.272,240.12,6.8,27,12,18,5,1.0
242385,0.072,236.35,1.2,6,3,1,9,1.0
229685,0.046,236.39,1.2,25,5,5,29,0.0
203172,0.29,229.4,6.8,5,6,19,36,17.0
120986,0.22,239.27,10.8,3,10,17,50,34.0
29303,0.174,241.58,1.6,1,6,1,47,0.0
16083,0.17,242.82,5.4,27,12,21,27,0.0
72972,0.0,238.26,5.6,2,5,9,36,18.0
30919,0.328,245.67,2.2,1,7,4,43,2.0
60070,0.34,237.78,7.0,27,1,10,34,17.0
125163,0.124,243.33,1.4,13,3,15,27,0.0
29409,0.06,246.34,1.2,1,6,3,33,0.0
75747,0.094,239.01,16.9,2,7,7,51,18.0
153956,0.218,242.7,1.8,4,2,15,20,0.0
248485,0.046,232.52,14.4,6,7,6,49,2.0
238227,0.066,236.36,1.2,31,5,3,51,0.0
219761,0.058,236.0,5.4,18,5,8,5,17.0
2085,0.0,246.92,0.8,18,12,4,9,0.0
98632,0.0,241.16,1.0,23,2,5,16,0.0
7931,0.142,247.36,1.4,22,12,5,35,0.0
184920,0.086,237.95,1.2,24,4,3,24,2.0
7535,0.114,244.33,1.2,21,12,22,59,1.0
23714,0.122,243.15,6.2,1,2,4,38,19.0
207114,0.2,234.41,5.4,5,9,13,18,0.0
138412,0.0,235.25,1.6,22,3,20,16,0.0
218838,0.0,237.54,2.2,17,5,16,42,0.0
136853,0.0,239.88,4.6,21,3,18,17,13.0
138057,0.076,245.62,1.2,22,3,14,21,0.0
91934,0.278,240.18,9.0,18,2,13,38,22.0
109530,0.0,236.51,1.0,3,2,18,54,0.0
171111,0.126,242.59,1.4,14,4,13,15,0.0
27395,0.0,237.5,10.2,1,4,17,59,17.0
32039,0.0,241.87,5.6,1,7,23,23,18.0
31625,0.176,238.94,9.8,1,7,16,29,18.0
65215,0.0,241.53,2.4,31,1,0,19,0.0
152952,0.136,241.34,10.8,4,1,22,36,24.0
161776,0.06,238.22,9.6,4,8,1,40,0.0
124989,0.09,242.71,1.4,13,3,12,33,0.0
106962,0.0,242.21,0.8,3,1,0,6,0.0
241517,0.058,234.23,4.4,6,2,10,41,0.0
115268,0.092,237.34,2.4,3,6,18,32,1.0
70471,0.0,240.21,16.2,2,3,15,55,45.0
112285,0.2,239.56,14.0,3,4,16,49,44.0
154544,0.108,241.32,1.4,4,3,1,8,0.0
211625,0.106,234.64,5.4,5,12,16,29,17.0
111965,0.0,236.61,0.8,3,4,11,29,0.0
112040,0.094,243.08,1.2,3,4,12,44,0.0
202483,0.076,230.16,16.9,5,6,8,7,0.0
192210,0.102,239.2976727604501,3.6,29,4,4,54,1.0
195689,0.0,236.58,1.0,5,1,14,53,1.0
46401,0.0,243.03,6.4,17,1,22,45,19.0
157103,0.092,239.66,7.4,4,4,19,47,18.0
96198,0.18,240.3,2.6,21,2,12,42,0.0
19275,0.052,247.57,1.0,30,12,2,39,0.0
170885,0.114,239.66,1.4,14,4,9,29,0.0
231723,0.066,233.09,6.6,26,5,15,27,18.0
15037,0.436,248.27,3.2,27,12,4,1,2.0
141469,0.09,236.22,16.9,24,3,23,13,45.0
221281,0.0,231.03,12.4,19,5,9,25,36.0
208746,0.096,237.78,0.8,5,10,16,30,0.0
143541,0.138,240.0,8.0,26,3,9,45,18.0
199541,0.0,236.56,5.8,5,4,7,5,17.0
180750,0.0,239.85,4.8,21,4,5,54,18.0
121935,0.05,238.87,11.0,3,11,9,39,1.0
39256,0.14,242.46,3.0,1,12,23,40,0.0
110025,0.232,242.06,1.8,3,3,3,9,0.0
103999,0.346,241.91,6.6,26,2,22,43,20.0
123814,0.066,240.89,6.2,3,12,16,58,18.0
242739,0.0,236.47,1.0,6,3,7,3,0.0
228459,0.258,230.42,15.4,24,5,9,3,45.0
51337,0.0,237.0,14.8,21,1,9,1,17.0
87257,0.132,240.75,10.0,15,2,7,41,18.0
122172,0.064,235.05,7.4,3,11,13,36,18.0
133508,0.198,239.1,7.2,19,3,10,32,17.0
11272,0.136,239.08,12.0,24,12,13,16,37.0
207976,0.0,236.32,0.8,5,10,3,40,0.0
41060,0.08,239.54,9.8,14,1,5,44,0.0
201692,0.07,235.24,5.6,5,5,18,56,18.0
107607,0.0,240.65,0.8,3,1,10,51,0.0
248291,0.192,234.89,1.6,6,7,3,35,1.0
198520,0.0,236.41,0.8,5,3,14,4,0.0
127917,0.13,241.65,2.2,15,3,13,21,0.0
181251,0.096,238.57,14.8,21,4,14,15,45.0
119520,0.206,239.97,1.8,3,9,17,24,0.0
67024,0.102,243.22,6.4,2,1,6,28,20.0
144956,0.094,236.78,1.4,27,3,9,20,0.0
14869,0.424,246.87,3.2,27,12,1,13,2.0
41344,0.0,237.73,2.6,14,1,10,28,2.0
171263,0.0,240.53,0.8,14,4,15,47,0.0
178166,0.0,241.53,0.6,19,4,10,50,0.0
27563,0.252,237.15,5.0,1,4,20,47,1.0
115525,0.108,245.17,1.4,3,6,22,49,0.0
247221,0.064,232.01,5.2,6,6,9,45,17.0
148462,0.144,238.79,10.8,29,3,19,46,17.0
89767,0.102,242.11,5.8,17,2,1,31,18.0
30886,0.318,246.73,2.2,1,7,4,10,0.0
116234,0.19,238.72,6.0,3,7,10,38,18.0
195617,0.26,233.92,11.0,5,1,13,41,38.0
84958,0.0,239.2,5.4,13,2,17,22,17.0
117392,0.076,244.06,1.4,3,8,5,56,2.0
194387,0.076,233.91,1.0,30,4,17,11,0.0
126588,0.146,243.01,1.6,14,3,15,12,1.0
12050,0.122,249.81,1.2,25,12,2,14,0.0
155184,0.0,240.37,5.2,4,3,11,48,18.0
168463,0.0,243.07,1.0,4,12,17,7,0.0
7252,0.074,234.5,10.2,21,12,18,16,18.0
159768,0.194,243.95,2.0,4,6,16,12,1.0
135120,0.112,242.15,5.8,20,3,13,24,18.0
232127,0.146,231.22,11.6,26,5,22,11,16.0
59697,0.0,246.67,1.0,27,1,4,21,0.0
167536,0.202,238.82,1.8,4,12,1,40,0.0
234638,0.098,237.34,2.6,28,5,16,2,1.0
135276,0.202,243.76,1.8,20,3,16,0,0.0
148814,0.094,243.71,1.2,30,3,1,38,0.0
213284,0.088,234.72,8.0,13,5,20,8,17.0
131801,0.222,244.9,3.0,18,3,6,5,0.0
218937,0.0,236.37,1.2,17,5,18,21,0.0
196055,0.196,231.49,16.9,5,1,20,59,45.0
149326,0.192,237.01,6.2,30,3,10,10,19.0
43716,0.136,242.12,1.6,16,1,2,0,1.0
83008,0.196,239.15,6.4,2,12,8,52,20.0
202050,0.064,233.6,8.2,5,6,0,54,0.0
134974,0.156,235.01,16.9,20,3,10,58,45.0
146826,0.0,239.72,14.6,28,3,16,30,45.0
223361,0.284,233.53,9.2,20,5,20,5,17.0
57690,0.0,237.55,8.2,25,1,18,54,18.0
39890,0.465,235.71,10.2,13,1,10,14,1.0
129508,0.0,242.94,1.0,16,3,15,52,0.0
127318,0.0,241.3,1.0,15,3,3,22,0.0
675,0.052,242.49,14.0,17,12,4,39,18.0
134269,0.0,246.07,5.6,19,3,23,13,1.0
140351,0.0,242.71,0.8,24,3,4,35,0.0
12881,0.462,241.35,16.9,25,12,16,5,1.0
166064,0.1,242.15,5.6,4,11,1,8,19.0
62857,0.06,236.57,7.6,29,1,9,1,17.0
193640,0.102,239.2976727604501,3.6,30,4,4,44,1.0
32903,0.11,237.09,2.6,1,8,13,47,0.0
172631,0.178,239.07,2.0,15,4,14,35,1.0
199533,0.1,236.96,7.8,5,4,6,57,18.0
195852,0.074,233.62,1.2,5,1,17,36,0.0
129046,0.0,237.41,9.2,16,3,8,10,18.0
211923,0.0,236.64,8.6,5,12,21,27,19.0
11583,0.0,240.63,1.8,24,12,18,27,0.0
40101,0.114,240.69,2.6,13,1,13,45,1.0
149981,0.1,235.67,10.4,30,3,21,5,19.0
12979,0.204,241.31,5.0,25,12,17,43,1.0
125897,0.102,244.79,1.6,14,3,3,41,0.0
152407,0.0,240.68,5.6,4,1,13,31,18.0
50125,0.19,241.35,6.4,20,1,12,49,18.0
12076,0.132,248.68,2.4,25,12,2,40,1.0
131825,0.316,243.22,9.2,18,3,6,29,18.0
177134,0.0,242.87,0.6,18,4,17,38,0.0
118637,0.0,244.39,1.0,3,9,2,41,0.0
141454,0.0,236.49,16.9,24,3,22,58,45.0
197751,0.0,238.33,1.2,5,3,1,15,1.0
234457,0.0,231.71,5.8,28,5,13,1,18.0
18007,0.0,241.13,9.6,29,12,5,31,1.0
136364,0.062,236.48,5.6,21,3,10,8,17.0
44290,0.152,242.31,3.8,16,1,11,34,0.0
215363,0.054,234.73,1.2,15,5,6,47,0.0
162523,0.074,239.52,5.6,4,8,14,7,18.0
161405,0.08,237.9,1.6,4,7,19,29,0.0
128064,0.162,240.76,10.4,15,3,15,48,37.0
174378,0.0,242.36,1.0,16,4,19,42,0.0
156201,0.226,240.52,1.8,4,4,4,45,2.0
214962,0.16,236.0,1.8,15,5,0,6,2.0
9777,0.19,238.26,11.8,23,12,12,21,0.0
220886,0.046,234.68,1.0,19,5,2,50,0.0
104802,0.11,245.44,1.2,27,2,12,6,0.0
212674,0.222,235.42,1.6,13,5,9,58,2.0
70659,0.465,229.27,16.9,2,3,19,3,45.0
232279,0.0,238.79,1.2,27,5,0,43,0.0
128236,0.142,237.73,7.2,15,3,18,40,17.0
184189,0.098,238.05,1.0,23,4,15,13,0.0
174527,0.232,237.44,6.0,16,4,22,11,2.0
216379,0.11,238.81,5.8,15,5,23,43,18.0
216347,0.052,239.16,2.2,15,5,23,11,0.0
110559,0.082,238.05,1.2,3,3,12,3,0.0
249591,0.07,235.77,1.2,6,8,1,15,0.0
157647,0.07,240.08,1.2,4,5,4,51,0.0
97282,0.054,236.75,16.9,22,2,6,46,18.0
191986,0.102,239.2976727604501,3.6,29,4,1,10,1.0
122022,0.064,240.22,6.4,3,11,11,6,18.0
152121,0.068,240.98,6.8,4,1,8,45,20.0
206897,0.068,231.35,5.0,5,9,9,41,16.0
133922,0.0,241.31,5.8,19,3,17,26,18.0
6070,0.106,238.12,11.6,20,12,22,34,17.0
84721,0.118,243.29,1.4,13,2,13,25,0.0
80057,0.26,244.58,5.8,2,10,7,41,0.0
40889,0.232,239.93,10.0,14,1,2,53,2.0
173736,0.216,238.4,5.6,16,4,9,0,18.0
177141,0.0,242.72,0.8,18,4,17,45,0.0
20070,0.39,242.23,10.0,30,12,15,54,18.0
156133,0.0,243.6,1.0,4,4,3,37,0.0
3909,0.222,245.61,1.8,19,12,10,33,1.0
235252,0.292,236.92,2.4,29,5,2,16,1.0
120687,0.465,239.77,8.0,3,10,12,51,18.0
58377,0.0,246.9,1.0,26,1,6,21,0.0
244735,0.328,237.8,2.2,6,4,16,19,2.0
148069,0.148,243.14,1.4,29,3,13,13,0.0
215282,0.066,237.14,1.6,15,5,5,26,1.0
124783,0.0,238.02,5.2,13,3,9,7,18.0
199762,0.0,235.24,0.6,5,4,10,46,0.0
29682,0.0,239.8,1.0,1,6,8,6,0.0
174928,0.146,240.12,1.6,17,4,4,52,0.0
157123,0.216,239.69,5.0,4,4,20,7,0.0
89804,0.142,242.39,1.4,17,2,2,8,0.0
148871,0.0,244.69,1.0,30,3,2,35,0.0
109311,0.0,241.7,5.2,3,2,15,15,18.0
55774,0.086,240.29,5.6,24,1,10,58,19.0
42238,0.244,240.41,6.0,15,1,1,22,19.0
93559,0.1,244.36,1.2,19,2,16,43,0.0
120946,0.384,238.8,9.2,3,10,17,10,7.0
224164,0.146,230.04,5.8,21,5,9,28,18.0
99051,0.092,240.42,6.0,23,2,12,15,18.0
34891,0.0,246.63,3.8,1,9,22,55,0.0
121967,0.0,239.07,10.6,3,11,10,11,0.0
38311,0.234,238.98,14.8,1,12,7,55,19.0
140486,0.0,242.28,0.8,24,3,6,50,0.0
78130,0.0,244.49,1.2,2,8,23,34,0.0
176089,0.202,238.04,9.2,18,4,0,13,0.0
